OCC_CODE,OCC_TITLE,tot_emp_per_year,a_mean_per_year,group,year
51-6021,"Pressers, Textile, Garment, and Related Materials",92730,17330,,2001
51-6031,Sewing Machine Operators,308380,18050,,2001
51-6041,Shoe and Leather Workers and Repairers,9970,19650,,2001
51-6042,Shoe Machine Operators and Tenders,6440,19850,,2001
51-6051,"Sewers, Hand",22550,19320,,2001
51-6052,"Tailors, Dressmakers, and Custom Sewers",31580,23670,,2001
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,31650,20560,,2001
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",37250,20630,,2001
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",57830,22690,,2001
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",68530,22150,,2001
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",30370,27340,,2001
51-6092,Fabric and Apparel Patternmakers,12580,30440,,2001
51-6093,Upholsterers,39780,26240,,2001
51-7011,Cabinetmakers and Bench Carpenters,127640,25120,,2001
51-7021,Furniture Finishers,32140,23700,,2001
51-7031,"Model Makers, Wood",4320,28270,,2001
51-7032,"Patternmakers, Wood",4280,30690,,2001
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",52740,22810,,2001
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",91640,22540,,2001
51-8011,Nuclear Power Reactor Operators,3310,60590,,2001
51-8012,Power Distributors and Dispatchers,12840,52690,,2001
51-8013,Power Plant Operators,35030,47740,,2001
51-8021,Stationary Engineers and Boiler Operators,54330,42490,,2001
51-8031,Water and Liquid Waste Treatment Plant and System Operators,98440,33760,,2001
51-8091,Chemical Plant and System Operators,60340,41790,,2001
51-8092,Gas Plant Operators,12600,47060,,2001
51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",34540,46610,,2001
51-9011,Chemical Equipment Operators and Tenders,53920,37250,,2001
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",35380,30200,,2001
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",46470,27080,,2001
51-9022,"Grinding and Polishing Workers, Hand",44050,24700,,2001
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",111610,27790,,2001
51-9031,"Cutters and Trimmers, Hand",31440,24340,,2001
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",76370,26010,,2001
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",76640,27120,,2001
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",30020,29170,,2001
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",525540,29210,,2001
51-9071,Jewelers and Precious Stone and Metal Workers,29030,29900,,2001
51-9081,Dental Laboratory Technicians,39750,30550,,2001
51-9082,Medical Appliance Technicians,12410,29010,,2001
51-9083,Ophthalmic Laboratory Technicians,34490,22610,,2001
51-9111,Packaging and Filling Machine Operators and Tenders,379750,22710,,2001
51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",94050,26120,,2001
51-9122,"Painters, Transportation Equipment",44090,34630,,2001
51-9123,"Painting, Coating, and Decorating Workers",31770,22440,,2001
51-9131,Photographic Process Workers,25420,22460,,2001
51-9132,Photographic Processing Machine Operators,54500,20320,,2001
51-9141,Semiconductor Processors,51060,28170,,2001
51-9191,Cementing and Gluing Machine Operators and Tenders,29190,23880,,2001
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",18070,24340,,2001
51-9193,Cooling and Freezing Equipment Operators and Tenders,7320,23420,,2001
51-9194,Etchers and Engravers,10330,24910,,2001
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",39450,26110,,2001
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",120880,28780,,2001
51-9197,Tire Builders,13410,35840,,2001
51-9198,Helpers--Production Workers,459440,20410,,2001
53-0000,Transportation and Material Moving Occupations,9410660,26560,major,2001
53-1011,Aircraft Cargo Handling Supervisors,9070,40720,,2001
53-1021,"First-Line Supervisors/Managers of Helpers, Laborers, and Material Movers, Hand",147490,38250,,2001
53-1031,First-Line Supervisors/Managers of Transportation and Material-Moving Machine and Vehicle Operators,197430,44200,,2001
53-2011,"Airline Pilots, Copilots, and Flight Engineers",88800,***,,2001
53-2012,Commercial Pilots,18380,55920,,2001
53-2021,Air Traffic Controllers,22990,83350,,2001
53-2022,Airfield Operations Specialists,5390,39830,,2001
53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",17620,20910,,2001
53-3021,"Bus Drivers, Transit and Intercity",190530,29430,,2001
53-3022,"Bus Drivers, School",469100,22540,,2001
53-3031,Driver/Sales Workers,378220,23340,,2001
53-3032,"Truck Drivers, Heavy and Tractor-Trailer",1548480,33690,,2001
53-3033,"Truck Drivers, Light Or Delivery Services",996000,25630,,2001
53-3041,Taxi Drivers and Chauffeurs,125860,19780,,2001
53-4011,Locomotive Engineers,30730,47300,,2001
53-4012,Locomotive Firers,730,44140,,2001
53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",4840,40130,,2001
53-4021,"Railroad Brake, Signal, and Switch Operators",17070,46940,,2001
53-4031,Railroad Conductors and Yardmasters,40910,45970,,2001
53-5011,Sailors and Marine Oilers,28650,30270,,2001
53-5021,"Captains, Mates, and Pilots of Water Vessels",22180,49660,,2001
53-5022,Motorboat Operators,3410,31450,,2001
53-5031,Ship Engineers,7470,51080,,2001
53-6011,Bridge and Lock Tenders,4500,30800,,2001
53-6021,Parking Lot Attendants,109930,16610,,2001
53-6031,Service Station Attendants,107650,17280,,2001
53-6041,Traffic Technicians,5090,34140,,2001
53-6051,Transportation Inspectors,27670,46530,,2001
53-7011,Conveyor Operators and Tenders,61590,24900,,2001
53-7021,Crane and Tower Operators,51650,36770,,2001
53-7031,Dredge Operators,2920,30450,,2001
53-7032,Excavating and Loading Machine and Dragline Operators,70370,34470,,2001
53-7033,"Loading Machine Operators, Underground Mining",3370,30630,,2001
53-7041,Hoist and Winch Operators,9960,36130,,2001
53-7051,Industrial Truck and Tractor Operators,591790,27040,,2001
53-7061,Cleaners of Vehicles and Equipment,304500,18260,,2001
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",2098180,21170,,2001
53-7063,Machine Feeders and Offbearers,190080,22720,,2001
53-7064,"Packers and Packagers, Hand",951960,17730,,2001
53-7071,Gas Compressor and Gas Pumping Station Operators,6070,43090,,2001
53-7072,"Pump Operators, Except Wellhead Pumpers",12920,38140,,2001
53-7073,Wellhead Pumpers,9560,33000,,2001
53-7081,Refuse and Recyclable Material Collectors,125600,25430,,2001
53-7111,Shuttle Car Operators,3020,36310,,2001
53-7121,"Tank Car, Truck, and Ship Loaders",19430,33880,,2001
00-0000,All Occupations,132588810,46440,total,2013
11-0000,Management Occupations,6542950,110550,major,2013
11-1000,Top Executives,2278260,121010,minor,2013
11-1010,Chief Executives,248760,178400,broad,2013
11-1011,Chief Executives,248760,178400,detailed,2013
11-1020,General and Operations Managers,1973700,116090,broad,2013
11-1021,General and Operations Managers,1973700,116090,detailed,2013
11-1030,Legislators,55800,39320,broad,2013
11-1031,Legislators,55800,39320,detailed,2013
11-2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",608470,124640,minor,2013
11-2010,Advertising and Promotions Managers,28530,112870,broad,2013
11-2011,Advertising and Promotions Managers,28530,112870,detailed,2013
11-2020,Marketing and Sales Managers,526220,126640,broad,2013
11-2021,Marketing Managers,174010,133700,detailed,2013
11-2022,Sales Managers,352220,123150,detailed,2013
11-2030,Public Relations and Fundraising Managers,53730,111260,broad,2013
11-2031,Public Relations and Fundraising Managers,53730,111260,detailed,2013
11-3000,Operations Specialties Managers,1582020,114160,minor,2013
11-3010,Administrative Services Managers,269500,90190,broad,2013
11-3011,Administrative Services Managers,269500,90190,detailed,2013
11-3020,Computer and Information Systems Managers,319080,132570,broad,2013
11-3021,Computer and Information Systems Managers,319080,132570,detailed,2013
11-3030,Financial Managers,499320,126660,broad,2013
11-3031,Financial Managers,499320,126660,detailed,2013
11-3050,Industrial Production Managers,165340,99370,broad,2013
11-3051,Industrial Production Managers,165340,99370,detailed,2013
11-3060,Purchasing Managers,69620,109640,broad,2013
11-3061,Purchasing Managers,69620,109640,detailed,2013
11-3070,"Transportation, Storage, and Distribution Managers",102610,91220,broad,2013
11-3071,"Transportation, Storage, and Distribution Managers",102610,91220,detailed,2013
11-3110,Compensation and Benefits Managers,17570,112040,broad,2013
11-3111,Compensation and Benefits Managers,17570,112040,detailed,2013
11-3120,Human Resources Managers,110650,111180,broad,2013
11-3121,Human Resources Managers,110650,111180,detailed,2013
11-3130,Training and Development Managers,28340,107770,broad,2013
11-3131,Training and Development Managers,28340,107770,detailed,2013
11-9000,Other Management Occupations,2074200,92180,minor,2013
11-9010,"Farmers, Ranchers, and Other Agricultural Managers",3770,73210,broad,2013
11-9013,"Farmers, Ranchers, and Other Agricultural Managers",3770,73210,detailed,2013
11-9020,Construction Managers,213720,92700,broad,2013
11-9021,Construction Managers,213720,92700,detailed,2013
11-9030,Education Administrators,431540,88780,broad,2013
11-9031,"Education Administrators, Preschool and Childcare Center/Program",47560,52010,detailed,2013
11-9032,"Education Administrators, Elementary and Secondary School",226760,90670,detailed,2013
11-9033,"Education Administrators, Postsecondary",126340,100600,detailed,2013
11-9039,"Education Administrators, All Other",30880,83170,detailed,2013
11-9040,Architectural and Engineering Managers,183430,136540,broad,2013
11-9041,Architectural and Engineering Managers,183430,136540,detailed,2013
11-9050,Food Service Managers,191030,53130,broad,2013
11-9051,Food Service Managers,191030,53130,detailed,2013
11-9060,Funeral Service Managers,8810,80250,broad,2013
11-9061,Funeral Service Managers,8810,80250,detailed,2013
11-9070,Gaming Managers,4460,73760,broad,2013
11-9071,Gaming Managers,4460,73760,detailed,2013
11-9080,Lodging Managers,30950,55810,broad,2013
11-9081,Lodging Managers,30950,55810,detailed,2013
11-9110,Medical and Health Services Managers,300180,101340,broad,2013
11-9111,Medical and Health Services Managers,300180,101340,detailed,2013
11-9120,Natural Sciences Managers,51900,132850,broad,2013
11-9121,Natural Sciences Managers,51900,132850,detailed,2013
11-9130,Postmasters and Mail Superintendents,17930,66340,broad,2013
11-9131,Postmasters and Mail Superintendents,17930,66340,detailed,2013
11-9140,"Property, Real Estate, and Community Association Managers",165960,64270,broad,2013
11-9141,"Property, Real Estate, and Community Association Managers",165960,64270,detailed,2013
11-9150,Social and Community Service Managers,115330,65750,broad,2013
11-9151,Social and Community Service Managers,115330,65750,detailed,2013
11-9160,Emergency Management Directors,9800,67150,broad,2013
11-9161,Emergency Management Directors,9800,67150,detailed,2013
11-9190,Miscellaneous Managers,345390,108380,broad,2013
11-9199,"Managers, All Other",345390,108380,detailed,2013
13-0000,Business and Financial Operations Occupations,6658090,71020,major,2013
13-1000,Business Operations Specialists,4137510,69030,minor,2013
13-1010,"Agents and Business Managers of Artists, Performers, and Athletes",11680,96410,broad,2013
13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",11680,96410,detailed,2013
13-1020,Buyers and Purchasing Agents,408060,61900,broad,2013
13-1021,"Buyers and Purchasing Agents, Farm Products",11290,60470,detailed,2013
13-1022,"Wholesale and Retail Buyers, Except Farm Products",112290,58210,detailed,2013
13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",284480,63420,detailed,2013
13-1030,"Claims Adjusters, Appraisers, Examiners, and Investigators",288680,62370,broad,2013
13-1031,"Claims Adjusters, Examiners, and Investigators",275500,62340,detailed,2013
13-1032,"Insurance Appraisers, Auto Damage",13180,63100,detailed,2013
13-1040,Compliance Officers,236090,66770,broad,2013
13-1041,Compliance Officers,236090,66770,detailed,2013
13-1050,Cost Estimators,202600,63660,broad,2013
13-1051,Cost Estimators,202600,63660,detailed,2013
13-1070,Human Resources Workers,503940,60760,broad,2013
13-1071,Human Resources Specialists,426570,61560,detailed,2013
13-1074,Farm Labor Contractors,1210,42920,detailed,2013
13-1075,Labor Relations Specialists,76160,56590,detailed,2013
13-1080,Logisticians,120340,76330,broad,2013
13-1081,Logisticians,120340,76330,detailed,2013
13-1110,Management Analysts,567840,89990,broad,2013
13-1111,Management Analysts,567840,89990,detailed,2013
13-1120,"Meeting, Convention, and Event Planners",73290,50190,broad,2013
13-1121,"Meeting, Convention, and Event Planners",73290,50190,detailed,2013
13-1130,Fundraisers,50530,56270,broad,2013
13-1131,Fundraisers,50530,56270,detailed,2013
13-1140,"Compensation, Benefits, and Job Analysis Specialists",81520,63310,broad,2013
13-1141,"Compensation, Benefits, and Job Analysis Specialists",81520,63310,detailed,2013
13-1150,Training and Development Specialists,224110,60780,broad,2013
13-1151,Training and Development Specialists,224110,60780,detailed,2013
13-1160,Market Research Analysts and Marketing Specialists,430350,67780,broad,2013
13-1161,Market Research Analysts and Marketing Specialists,430350,67780,detailed,2013
13-1190,Miscellaneous Business Operations Specialists,938480,71590,broad,2013
13-1199,"Business Operations Specialists, All Other",938480,71590,detailed,2013
13-2000,Financial Specialists,2520580,74270,minor,2013
13-2010,Accountants and Auditors,1168330,72500,broad,2013
13-2011,Accountants and Auditors,1168330,72500,detailed,2013
13-2020,Appraisers and Assessors of Real Estate,60210,57040,broad,2013
13-2021,Appraisers and Assessors of Real Estate,60210,57040,detailed,2013
13-2030,Budget Analysts,58740,72560,broad,2013
13-2031,Budget Analysts,58740,72560,detailed,2013
13-2040,Credit Analysts,66490,72590,broad,2013
13-2041,Credit Analysts,66490,72590,detailed,2013
13-2050,Financial Analysts and Advisors,526630,90730,broad,2013
13-2051,Financial Analysts,250670,91620,detailed,2013
13-2052,Personal Financial Advisors,183420,99920,detailed,2013
13-2053,Insurance Underwriters,92540,70110,detailed,2013
13-2060,Financial Examiners,30680,86980,broad,2013
13-2061,Financial Examiners,30680,86980,detailed,2013
13-2070,Credit Counselors and Loan Officers,329570,69540,broad,2013
13-2071,Credit Counselors,27710,44960,detailed,2013
13-2072,Loan Officers,301860,71800,detailed,2013
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",132600,49590,broad,2013
13-2081,"Tax Examiners and Collectors, and Revenue Agents",64790,56120,detailed,2013
13-2082,Tax Preparers,67810,43350,detailed,2013
13-2090,Miscellaneous Financial Specialists,147330,68130,broad,2013
13-2099,"Financial Specialists, All Other",147330,68130,detailed,2013
15-0000,Computer and Mathematical Occupations,3696180,82010,major,2013
15-1100,Computer Occupations,3573120,81860,minor,2013
15-1110,Computer and Information Research Scientists,24380,109260,broad,2013
15-1111,Computer and Information Research Scientists,24380,109260,detailed,2013
15-1120,Computer and Information Analysts,585120,86100,broad,2013
15-1121,Computer Systems Analysts,507100,85320,detailed,2013
15-1122,Information Security Analysts,78020,91210,detailed,2013
15-1130,Software Developers and Programmers,1442500,92820,broad,2013
15-1131,Computer Programmers,312340,80930,detailed,2013
15-1132,"Software Developers, Applications",643830,96260,detailed,2013
15-1133,"Software Developers, Systems Software",373510,104480,detailed,2013
15-1134,Web Developers,112820,67540,detailed,2013
15-1140,Database and Systems Administrators and Network Architects,618480,82960,broad,2013
15-1141,Database Administrators,114910,80740,detailed,2013
15-1142,Network and Computer Systems Administrators,362310,77910,detailed,2013
15-1143,Computer Network Architects,141270,97700,detailed,2013
15-1150,Computer Support Specialists,706360,53660,broad,2013
15-1151,Computer User Support Specialists,541250,50450,detailed,2013
15-1152,Computer Network Support Specialists,165100,64160,detailed,2013
